date,btc_price,btc_market_cap,btc_volume,btc_return_7d,btc_return_30d,btc_return_90d,btc_return_180d,btc_forward_return_30d,btc_forward_return_90d,btc_forward_return_180d,stablecoin_to_btc_mcap,btc_to_stablecoin_ratio,stablecoin_supply_growth_30d,stablecoin_supply_growth_90d,net_liquidity_growth_30d,net_liquidity_growth_90d,liquidity_transmission_gap_30d,liquidity_transmission_gap_90d,stablecoin_btc_growth_gap_30d,stablecoin_btc_growth_gap_90d,net_liquidity_btc_growth_gap_30d,net_liquidity_btc_growth_gap_90d,stablecoin_to_btc_mcap_zscore_252d,btc_to_stablecoin_ratio_zscore_252d,liquidity_transmission_gap_30d_zscore_252d,liquidity_transmission_gap_90d_zscore_252d,transmission_phase
2024-10-16,,,,,,,,,,,,,0.008257724979230607,0.056305485412307066,-0.008000483958702231,-0.014619051465894928,-0.01625820893793284,-0.070924536878202,,,,,,,0.6971635697350536,0.7281131997198326,neutral
2024-10-17,,,,,,,,,,,,,0.009320827403673348,0.05634457349987754,-0.009445875393779501,-0.017989683011638835,-0.01876670279745285,-0.07433425651151637,,,,,,,0.6165542050546039,0.6694644466400853,neutral
2024-10-18,,,,,,,,,,,,,0.006089958676530394,0.05235183795721654,-0.0020647535139709516,-0.01743381506354269,-0.008154712190501345,-0.06978565302075923,,,,,,,0.9529354395227656,0.7521322066987802,neutral
2024-10-19,,,,,,,,,,,,,0.007194245130789589,0.05157612707234449,-0.0034353017610190273,-0.01743381506354269,-0.010629546891808617,-0.06900994213588718,,,,,,,0.8686631212101623,0.767010043361376,neutral
2024-10-20,,,,,,,,,,,,,0.00681960055430153,0.05320610388113112,-0.002261159192782136,-0.015054704435849553,-0.009080759747083667,-0.06826080831698067,,,,,,,0.9126749480017464,0.7812551982521376,neutral
2024-10-21,,,,,,,,,,,,,0.005794998094314385,0.052489382266275086,-0.00476741141194692,-0.014655574334894284,-0.010562409506261305,-0.06714495660116937,,,,,,,0.8593090973637387,0.8010111900758105,neutral
2024-10-22,,,,,,,,,,,,,0.0037941831498196077,0.04868720428229101,-0.0003768598654637634,-0.0125984551860725,-0.004171043015283371,-0.06128565946836351,,,,,,,1.056253502922643,0.9037069835277766,neutral
2024-10-23,,,,,,,,,,,,,0.0028986283868965845,0.049341922190587306,0.00621904976916543,-0.01963143352747654,0.0033204213822688455,-0.06897335571806384,,,,,,,1.2849330675918853,0.7647338247340763,neutral
2024-10-24,,,,,,,,,,,,,0.00013907168599835984,0.05038376052570026,0.013018758968020183,-0.010762223759300138,0.012879687282021823,-0.0611459842850004,,,,,,,1.5783409752583735,0.9060206011539598,neutral
2024-10-25,,,,,,,,,,,,,-0.00016300221476206467,0.048812748982118404,0.015288814393854544,-0.01365871696543386,0.015451816608616609,-0.06247146594755226,,,,,,,1.645470873031105,0.8822709459820587,neutral
2024-10-26,,,,,,,,,,,,,-0.0006009348477695742,0.048728172340851916,0.0112527088350165,-0.01365871696543386,0.011853643682786075,-0.062386889306285775,,,,,,,1.5225788744314057,0.8836268431867692,neutral
2024-10-27,,,,,,,,,,,,,-0.0018491824310307159,0.04899306808141035,0.017730521218695117,-0.010555959801771042,0.019579703649725833,-0.059549027883181394,,,,,,,1.7492806498896964,0.9345316466348886,neutral
2024-10-28,,,,,,,,,,,,,-0.0012570171708335964,0.05183096555203481,0.012203540994239814,-0.015489947860984787,0.01346055816507341,-0.0673209134130196,,,,,,,1.5475883182503325,0.7963691210834587,neutral
2024-10-29,,,,,,,,,,,,,-0.0017044721640455673,0.05209090088133794,0.011355621012812955,0.004451557131474493,0.013060093176858523,-0.04763934374986345,,,,,,,1.523396696242594,1.1461576275599392,neutral
2024-10-30,,,,,,,,,,,,,-0.0009118312724935018,0.05471464896153222,0.03643254939693086,-0.01770312811237873,0.03734438066942436,-0.07241777707391095,,,,,,,2.241519040780823,0.7017479757352364,neutral
2024-10-31,,,,,,,,,,,,,0.005411737566240582,0.05928752598561049,5.5340117646629494e-05,-0.031194600763707836,-0.0053563974485939525,-0.09048212674931833,,,,,,,0.9322489584712462,0.37962279723843,neutral
2024-11-01,,,,,,,,,,,,,0.0001409023317089364,0.055078330940358855,0.03401816573817462,-0.006919251553234251,0.033877263406465685,-0.061997582493593106,,,,,,,2.10432221369191,0.8888076789856824,neutral
2024-11-02,,,,,,,,,,,,,0.0014030898986883145,0.056716681749358955,0.021837887997909755,-0.006919251553234251,0.02043479809922144,-0.0636359333025932,,,,,,,1.6815000576749775,0.8582839283144211,neutral
2024-11-03,,,,,,,,,,,,,0.0037675887351551474,0.05756015496996825,0.02064035081937221,-0.008889619788381542,0.016872762084217063,-0.06644977475834979,,,,,,,1.5608714380428985,0.8073065016862679,neutral
2024-11-04,,,,,,,,,,,,,0.0036431564461600896,0.05734970403189066,0.014930544463999329,-0.016639502126629124,0.01128738801783924,-0.07398920615851978,,,,,,,1.3830682653431403,0.6721991715842507,neutral
2024-11-05,,,,,,,,,,,,,0.008897230440802595,0.05940347907001908,0.01923111050942028,-0.011946856184041676,0.010333880068617685,-0.07135033525406076,,,,,,,1.3441691606553694,0.7196963338908251,neutral
2024-11-06,,,,,,,,,,,,,0.011436869312443365,0.057868604789274025,0.010609862922891233,-0.01704003140892285,-0.0008270063895521318,-0.07490863619819688,,,,,,,1.006145095718254,0.6557644027927585,neutral
2024-11-07,,,,,,,,,,,,,0.019965396294922666,0.06427479207459852,0.015920855108610965,-0.013064844858979852,-0.004044541186311701,-0.07733963693357837,,,,,,,0.905187964408914,0.6091887683728857,neutral
2024-11-08,,,,,,,,,,,,,0.02454005199011644,0.06776332227808002,0.014097877331580744,-0.012395511283768923,-0.010442174658535697,-0.08015883356184894,,,,,,,0.7170656301664667,0.5576879223097481,neutral
2024-11-09,,,,,,,,,,,,,0.031657089516684556,0.07452908878126885,0.009845633024446743,-0.012395511283768923,-0.021811456492237813,-0.08692460006503777,,,,,,,0.37879597580177143,0.4359511381360604,neutral
2024-11-10,,,,,,,,,,,,,0.03434410345796546,0.07612612387620854,0.010781739277818447,-0.007802757922660608,-0.02356236418014701,-0.08392888179886915,,,,,,,0.32510228221529935,0.48902745456288377,neutral
2024-11-11,,,,,,,,,,,,,0.03393401868068757,0.07554803342151173,0.010781739277818447,-0.006417199445922894,-0.023152279402869125,-0.08196523286743462,,,,,,,0.33507791086264654,0.523170161944589,neutral
2024-11-12,,,,,,,,,,,,,0.04316801542606852,0.08327901604161836,0.0048367373689346405,-0.015886593493194323,-0.03833127805713388,-0.09916560953481268,,,,,,,-0.11505910859948065,0.21728884401220494,neutral
2024-11-13,,,,,,,,,,,,,0.043722438305554556,0.08039591032160875,-0.002571180471900414,-0.03653478040529001,-0.04629361877745497,-0.11693069072689877,,,,,,,-0.3503275326075255,-0.09835014750735055,neutral
2024-11-14,,,,,,,,,,,,,0.05208528888780073,0.0856214797244188,0.0003567102385610976,-0.02935174318892353,-0.05172857864923963,-0.11497322291334233,,,,,,,-0.5103201003602011,-0.06210602717407482,neutral
2024-11-15,,,,,,,,,,,,,0.06406911110482039,0.09363925661166506,0.018696666361473158,-0.008605831437075828,-0.04537244474334723,-0.10224508804874088,,,,,,,-0.3218244627010681,0.16573340244817303,neutral
2024-11-16,,,,,,,,,,,,,0.06646559955222742,0.09549762362395353,0.01942931902229028,-0.008605831437075828,-0.047036280529937136,-0.10410345506102936,,,,,,,-0.37163146368211847,0.13256592558003233,neutral
2024-11-17,,,,,,,,,,,,,0.07024259553589562,0.09866381621507614,0.018852596464073335,-0.006109582053776763,-0.05138999907182229,-0.1047733982688529,,,,,,,-0.4996159709854673,0.12082604879935271,neutral
2024-11-18,,,,,,,,,,,,,0.06962310350477208,0.09878042540950416,0.010308330843804336,-0.015544486810418423,-0.05931477266096774,-0.11432491221992258,,,,,,,-0.7333973138172193,-0.05048005432660804,neutral
2024-11-19,,,,,,,,,,,,,0.0690907330332895,0.09746552963387756,0.008759502076250536,-0.013177246948336996,-0.06033123095703896,-0.11064277658221455,,,,,,,-0.7632158791182414,0.013551118863574702,neutral
2024-11-20,,,,,,,,,,,,,0.0724519474799481,0.09844893104114982,0.005299290306105542,-0.019764990780892666,-0.06715265717384256,-0.11821392182204249,,,,,,,-0.9625133591790954,-0.12344923529205987,neutral
2024-11-21,,,,,,,,,,,,,0.08449842087650228,0.10819160712730369,-0.0012353186421085738,-0.022543576687452882,-0.08573373951861085,-0.13073518381475657,,,,,,,-1.5028693712896724,-0.34796334869773593,neutral
2024-11-22,,,,,,,,,,,,,0.08913048597354356,0.10767306865807535,0.003308277055032338,-0.02166615075904088,-0.08582220891851122,-0.12933921941711624,,,,,,,-1.4964817099989005,-0.3231957549204151,neutral
2024-11-23,,,,,,,,,,,,,0.1029884719159333,0.11934106201552686,-0.005283625666586134,-0.02166615075904088,-0.10827209758251943,-0.14100721277456774,,,,,,,-2.1382039406600635,-0.5311923671679987,neutral
2024-11-24,,,,,,,,,,,,,0.1116687028778991,0.12858033197900887,-0.0023625381385222743,-0.014118345215223815,-0.11403124101642137,-0.14269867719423268,,,,,,,-2.2806542773542704,-0.5596932791123047,neutral
2024-11-25,,,,,,,,,,,,,0.11332659068783535,0.13069150311301225,-0.0025212010852010414,-0.008288795458126774,-0.11584779177303639,-0.13898029857113903,,,,,,,-2.3099114864966723,-0.4922158624125794,neutral
2024-11-26,,,,,,,,,,,,,0.11180693474191394,0.1313004966451965,-0.0018852103706655798,-0.0022761223307427025,-0.11369214511257952,-0.1335766189759392,,,,,,,-2.2291961627430505,-0.39534949517426354,neutral
2024-11-27,,,,,,,,,,,,,0.11039705731845184,0.12923731514260117,0.0017061894339773787,-0.0054638646128427615,-0.10869086788447446,-0.13470117975544393,,,,,,,-2.0748026392086167,-0.41540225883188425,neutral
2024-11-28,,,,,,,,,,,,,0.11971365531627898,0.13522060915815892,0.0025460193374187146,-0.004677461021854734,-0.11716763597886026,-0.13989807018001366,,,,,,,-2.2907599453181824,-0.5073597978318534,neutral
2024-11-29,,,,,,,,,,,,,0.1222544187496799,0.14093364028041155,0.0022279085802943133,-0.005009535004460219,-0.12002651016938559,-0.14594317528487177,,,,,,,-2.343026315584884,-0.6140547288668217,neutral
2024-11-30,,,,,,,,,,,,,0.12445262007750135,0.145333067644412,0.010093920222977948,-0.005009535004460219,-0.1143586998545234,-0.15034260264887223,,,,,,,-2.165900358007971,-0.6908616305561568,neutral
2024-12-01,,,,,,,,,,,,,0.11735613172273074,0.13438629829876292,-0.01459730723978414,-0.005009535004460219,-0.13195343896251488,-0.13939583330322314,,,,,,,-2.6162647274819144,-0.49493100762058834,neutral
2024-12-02,,,,,,,,,,,,,0.11671456300218841,0.13677843789116628,-0.018593806535586177,-0.012133759050021675,-0.1353083695377746,-0.14891219694118796,,,,,,,-2.6690745708080312,-0.6629403018695117,neutral
2024-12-03,,,,,,,,,,,,,0.1189277948198868,0.14242739278752037,-0.01833133651885266,-0.012678108419961531,-0.13725913133873946,-0.1551055012074819,,,,,,,-2.6857022488117166,-0.7719599349557483,neutral
2024-12-04,,,,,,,,,,,,,0.12178416084612342,0.1446393752002002,-0.014496581350014304,-0.022206896688461875,-0.13628074219613773,-0.16684627188866208,,,,,,,-2.6266363785555273,-0.9780203378747818,neutral
2024-12-05,,,,,,,,,,,,,0.12268220254885875,0.15245417088631275,-0.01081810353361845,-0.014578604632722314,-0.1335003060824772,-0.16703277551903506,,,,,,,-2.5272674241958013,-0.9756758981690279,neutral
2024-12-06,,,,,,,,,,,,,0.12372185196682417,0.15640267910115568,0.00014356946829607864,-0.012621046475899678,-0.12357828249852809,-0.16902372557705536,,,,,,,-2.2499893727219473,-1.0053679773890047,neutral
2024-12-07,,,,,,,,,,,,,0.12009027397928396,0.16212856278413224,-0.0030482038198371697,-0.012621046475899678,-0.12313847779912113,-0.1747496092600319,,,,,,,-2.2204677926917866,-1.1003282349559993,neutral
2024-12-08,,,,,,,,,,,,,0.11792888924292089,0.16426590077098635,-0.0037238723872385915,-0.011893693573355124,-0.12165276163015948,-0.17615959434434147,,,,,,,-2.1744171231150107,-1.1186337570810883,neutral
2024-12-09,,,,,,,,,,,,,0.11664550854608735,0.16902783183105474,-0.009582958295829669,-0.023528367745370704,-0.12622846684191702,-0.19255619957642545,,,,,,,-2.269952241822175,-1.400477122613597,neutral
2024-12-10,,,,,,,,,,,,,0.1138205825374905,0.1661955686308727,-0.004454445444544319,-0.02250872269671944,-0.11827502798203482,-0.18870429132759214,,,,,,,-2.0496261734956165,-1.3254178484865984,neutral
2024-12-11,,,,,,,,,,,,,0.11585559247767008,0.16966154227567776,0.0011019435276860001,-0.020575380741246763,-0.11475364894998408,-0.19023692301692452,,,,,,,-1.9471600808796619,-1.345915825307073,neutral
2024-12-12,,,,,,,,,,,,,0.11761455205035865,0.18389222867769095,0.010843186431379381,-0.014279641341242488,-0.10677136561897926,-0.19817187001893344,,,,,,,-1.736812761215822,-1.4758253129800474,neutral
2024-12-13,,,,,,,,,,,,,0.11980504196709796,0.18156483156100744,0.01963431638920987,-0.01303718697474876,-0.10017072557788809,-0.1946020185357562,,,,,,,-1.565243254396489,-1.4062188848726287,neutral
2024-12-14,,,,,,,,,,,,,0.1169429373129045,0.18374884107782785,0.016755697327867303,-0.01303718697474876,-0.1001872399850372,-0.1967860280525766,,,,,,,-1.561558585301246,-1.436767884071433,neutral
2024-12-15,,,,,,,,,,,,,0.10632049404261834,0.18692247063355683,-0.004520929707904298,0.0059779898781970875,-0.11084142375052264,-0.18094448075535974,,,,,,,-1.820325754188078,-1.1587891511593533,neutral
2024-12-16,,,,,,,,,,,,,0.10470757322719804,0.18911379526240735,-0.022804358391285362,-0.013227922501923173,-0.1275119316184834,-0.20234171776433052,,,,,,,-2.2166680453327396,-1.5205548007529879,neutral
2024-12-17,,,,,,,,,,,,,0.10425043596742323,0.18901306241770044,-0.018979197357695266,-0.002548161373381208,-0.12322963332511849,-0.19156122379108165,,,,,,,-2.0896271023132598,-1.3288962039042105,neutral
2024-12-18,,,,,,,,,,,,,0.10450810809081523,0.1899067247883066,-0.00985191116832107,-0.0030816579065019445,-0.1143600192591363,-0.19298838269480856,,,,,,,-1.85277403304626,-1.347423525059417,neutral
2024-12-19,,,,,,,,,,,,,0.10488690654879562,0.18927983109252522,-0.0024641360275043933,0.003998436232729219,-0.10735104257630002,-0.185281394859796,,,,,,,-1.6664559389478057,-1.2112438804566208,neutral
2024-12-20,,,,,,,,,,,,,0.10333008281584699,0.19012553470861793,0.009279831584704468,0.009791147883633666,-0.09405025123114252,-0.18033438682498426,,,,,,,-1.3336876967274933,-1.124421538514639,neutral
2024-12-21,,,,,,,,,,,,,0.09403545023957438,0.1909814395220064,0.011421268655964711,0.009791147883633666,-0.08261418158360967,-0.18119029163837275,,,,,,,-1.0513841675797144,-1.1364577131873506,neutral
2024-12-22,,,,,,,,,,,,,0.09001917959454642,0.19061429249458328,0.010514168031413362,0.020162457432450598,-0.07950501156313305,-0.17045183506213268,,,,,,,-0.9733576508300579,-0.9531332003127768,neutral
2024-12-23,,,,,,,,,,,,,0.0788776548148582,0.1901551097306855,0.0032965296350466744,0.010988149027701066,-0.07558112517981153,-0.17916696070298443,,,,,,,-0.8786352446294566,-1.1016867490173092,neutral
2024-12-24,,,,,,,,,,,,,0.0707524824059731,0.1901279980934738,0.002095351406704138,0.01501251666112724,-0.06865713099926896,-0.17511548143234656,,,,,,,-0.7138922432383957,-1.0348844118463036,neutral
2024-12-25,,,,,,,,,,,,,0.07036537899606943,0.1909501244185492,0.0016894675148737548,0.01040730859089134,-0.06867591148119567,-0.18054281582765785,,,,,,,-0.7204573997095735,-1.1318212465850672,neutral
2024-12-26,,,,,,,,,,,,,0.07291429793720061,0.19066771600659993,0.00616734740007252,0.02207674987399577,-0.06674695053712809,-0.16859096613260416,,,,,,,-0.6759910510467128,-0.9305898750819712,neutral
2024-12-27,,,,,,,,,,,,,0.07762240472773496,0.19508461450856696,-0.009373685977992041,0.004426285383157369,-0.086996090705727,-0.1906583291254096,,,,,,,-1.1713336746616942,-1.313036463118247,neutral
2024-12-28,,,,,,,,,,,,,0.06972580216912627,0.1957449942349916,-0.009373685977992041,0.004426285383157369,-0.07909948814711831,-0.19131870885183422,,,,,,,-0.9811716300744568,-1.3259813481431246,neutral
2024-12-29,,,,,,,,,,,,,0.0643754271008834,0.19341084379359463,-0.00904306851285619,0.029348214672239692,-0.07341849561373959,-0.16406262912135494,,,,,,,-0.8446402913422224,-0.8615473668889152,neutral
2024-12-30,,,,,,,,,,,,,0.05941907637507304,0.19771337816357715,-0.011904947959335499,-0.001875962086247962,-0.07132402433440854,-0.1995893402498251,,,,,,,-0.7998440817709386,-1.4791160792125022,neutral
2024-12-31,,,,,,,,,,,,,0.0653527100598037,0.19054611012253564,-0.04369684915979566,-0.02559949590033761,-0.10904955921959936,-0.21614560602287325,,,,,,,-1.7276593791692876,-1.7663294493109176,neutral
2025-01-01,,,,,,,,,,,,,0.060830567474736474,0.18630710693077912,-0.04545042682014233,-0.042741384588024234,-0.1062809942948788,-0.22904849151880335,,,,,,,-1.6595248615140221,-1.9885249159039742,neutral
2025-01-02,,,,,,,,,,,,,0.054438745429108426,0.18428597517908574,0.0012655012089903828,0.003198593531522631,-0.05317324422011804,-0.1810873816475631,,,,,,,-0.3599125977854597,-1.1676298213097125,neutral
2025-01-03,,,,,,,,,,,,,0.0595494678612174,0.1929160147376443,0.00792284490406292,0.008142089552844123,-0.05162662295715448,-0.18477392518480018,,,,,,,-0.3273618309245626,-1.239975295611285,neutral
2025-01-04,,,,,,,,,,,,,0.05893278410369929,0.19942241824679674,-6.236160375960864e-05,0.008142089552844123,-0.058995145707458896,-0.19128032869395262,,,,,,,-0.5135885483457524,-1.3610079142237617,neutral
2025-01-05,,,,,,,,,,,,,0.05690086637256386,0.20124574083647762,-0.0020448183630110695,0.008688145349761367,-0.05894568473557493,-0.19255759548671625,,,,,,,-0.5155582038974214,-1.389915918439291,neutral
2025-01-06,,,,,,,,,,,,,0.05138935246267673,0.20116325652852995,-0.004191191688086127,0.008579181238825617,-0.055580544150762856,-0.19258407528970434,,,,,,,-0.43657365943096016,-1.3982896977526036,neutral
2025-01-07,,,,,,,,,,,,,0.05207481420153215,0.20500748367861443,0.0026180099610861873,0.012966538015485751,-0.04945680424044596,-0.19204094566312868,,,,,,,-0.28999387260958304,-1.3955436069202387,neutral
2025-01-08,,,,,,,,,,,,,0.042850219698140846,0.20135850515229214,0.01783450703040179,0.018005833451721687,-0.025015712667739054,-0.18335267170057046,,,,,,,0.31634277652060716,-1.2505717869707025,neutral
2025-01-09,,,,,,,,,,,,,0.043434189754761876,0.20211314180744044,0.014888468753369244,0.021261224590196193,-0.028545721001392632,-0.18085191721724425,,,,,,,0.22179864394518392,-1.2145331104257417,neutral
2025-01-10,,,,,,,,,,,,,0.038964042522151576,0.19867469332131926,0.0061869683555360044,0.018156129504872887,-0.03277707416661557,-0.18051856381644638,,,,,,,0.1097145247939693,-1.217017073298455,neutral
2025-01-11,,,,,,,,,,,,,0.02879613258162461,0.19943200632931202,0.0023862191778640796,0.018156129504872887,-0.026409913403760532,-0.18127587682443913,,,,,,,0.2659042893936273,-1.2398990859808985,neutral
2025-01-12,,,,,,,,,,,,,0.026050264214130703,0.19921230278514224,0.001124348802917341,0.018156129504872887,-0.024925915411213362,-0.18105617328026935,,,,,,,0.2986272390697548,-1.2439442482604612,neutral
2025-01-13,,,,,,,,,,,,,0.02269083815544337,0.20178367320052915,-0.0022947516749682872,0.014784350378758138,-0.02498558983041166,-0.186999322821771,,,,,,,0.29209911044917664,-1.3605205740644166,neutral
2025-01-14,,,,,,,,,,,,,0.02097088988645157,0.20188842698322085,-0.0024185012780004733,0.011638629450962279,-0.023389391164452045,-0.19024979753225857,,,,,,,0.3279925740902929,-1.4264980191878591,neutral
2025-01-15,,,,,,,,,,,,,0.021352212655661562,0.2032883627446398,0.023186166403061037,0.019279526487472776,0.001833953747399475,-0.18400883625716702,,,,,,,0.9662415934178871,-1.320209308892279,neutral
2025-01-16,,,,,,,,,,,,,0.023225364134293214,0.209263956230322,0.019110358529772276,0.018616693275784524,-0.004115005604520938,-0.1906472629545375,,,,,,,0.8072863703961449,-1.4442537428729845,neutral
2025-01-17,,,,,,,,,,,,,0.02262064889635429,0.20813159220458255,0.01489492427069794,0.015255072842670359,-0.007725724625656349,-0.1928765193619122,,,,,,,0.7085287736980168,-1.4870609513985715,neutral
